amy schumer	0.666666666667	0.333333333333
ant-man	0.860262008734	0.139737991266
bad blood	0.666666666667	0.333333333333
bee gees	0.977272727273	0.0227272727273
big brother	0.838150289017	0.161849710983
boko haram	0.582781456954	0.417218543046
briana	0.673913043478	0.326086956522
brock lesnar	0.811475409836	0.188524590164
caitlyn jenner	0.559139784946	0.440860215054
calibraska	0.917808219178	0.0821917808219
carly fiorina	0.688	0.312
cate blanchett	0.906976744186	0.093023255814
charlie hebdo	0.345454545455	0.654545454545
chris evans	0.851239669421	0.148760330579
christians	0.518867924528	0.481132075472
chuck norris	0.578947368421	0.421052631579
curtis	0.89898989899	0.10101010101
dana white	0.725	0.275
dark souls	0.655172413793	0.344827586207
david bowie	0.90625	0.09375
david price	0.918699186992	0.0813008130081
david wright	0.878787878788	0.121212121212
dean ambrose	0.88	0.12
dunkin	0.758620689655	0.241379310345
dustin johnson	0.83606557377	0.16393442623
ed sheeran	0.982142857143	0.0178571428571
eid	0.850393700787	0.149606299213
floyd mayweather	0.796875	0.203125
foo fighters	0.917748917749	0.0822510822511
frank gifford	0.929487179487	0.0705128205128
frank ocean	0.905405405405	0.0945945945946
gay	0.473684210526	0.526315789474
george harrison	1.0	0.0
george osborne	0.544117647059	0.455882352941
gucci	0.790697674419	0.209302325581
hulk hogan	0.606382978723	0.393617021277
ice cube	0.891891891892	0.108108108108
ira	0.330578512397	0.669421487603
iran	0.368421052632	0.631578947368
iron maiden	0.955882352941	0.0441176470588
islam	0.43795620438	0.56204379562
israel	0.504424778761	0.495575221239
janet jackson	0.969387755102	0.030612244898
jason aldean	0.985714285714	0.0142857142857
john cena	0.806896551724	0.193103448276
john kasich	0.458333333333	0.541666666667
josh hamilton	0.77358490566	0.22641509434
justin bieber	0.902777777778	0.0972222222222
kane	0.548387096774	0.451612903226
kanye west	0.716312056738	0.283687943262
katy perry	0.923076923077	0.0769230769231
kendrick	0.793296089385	0.206703910615
kendrick lamar	0.904761904762	0.0952380952381
kim kardashian	0.719298245614	0.280701754386
kpop	0.697368421053	0.302631578947
kris bryant	0.782178217822	0.217821782178
lady gaga	0.921052631579	0.0789473684211
milan	0.85	0.15
miss usa	0.978723404255	0.0212765957447
moto g	0.790322580645	0.209677419355
murray	0.833333333333	0.166666666667
muslims	0.277777777778	0.722222222222
naruto	0.882716049383	0.117283950617
national hot dog day	0.867549668874	0.132450331126
national ice cream day	0.962025316456	0.0379746835443
niall	0.881481481481	0.118518518519
nicki	0.610687022901	0.389312977099
nirvana	0.937984496124	0.062015503876
paper towns	0.925714285714	0.0742857142857
paul dunne	0.881578947368	0.118421052632
paul mccartney	0.879310344828	0.120689655172
prince george	0.96062992126	0.0393700787402
ps4	0.886956521739	0.113043478261
rahul gandhi	0.608108108108	0.391891891892
randy orton	0.790697674419	0.209302325581
real madrid	0.828571428571	0.171428571429
red sox	0.715789473684	0.284210526316
rolling stone	0.829787234043	0.170212765957
rousey	0.690476190476	0.309523809524
ryan braun	0.8	0.2
sam smith	0.855421686747	0.144578313253
saudi arabia	0.56338028169	0.43661971831
scott walker	0.555555555556	0.444444444444
seth rollins	0.811320754717	0.188679245283
sharknado	0.695906432749	0.304093567251
shawn	0.90625	0.09375
star wars day	0.934782608696	0.0652173913043
super eagles	0.825	0.175
the vamps	0.85	0.15
thor	0.794871794872	0.205128205128
tom brady	0.790909090909	0.209090909091
tony blair	0.386666666667	0.613333333333
twilight	0.880281690141	0.119718309859
u2	0.935483870968	0.0645161290323
watchman	0.916666666667	0.0833333333333
white sox	0.792452830189	0.207547169811
yakub	0.363636363636	0.636363636364
yoga	0.975308641975	0.0246913580247
zac brown band	0.982300884956	0.0176991150442
zayn	0.794871794872	0.205128205128
